Name,State,Year,Population.Size,CalfCowRatio,Sample.Size_Calf.Cow,Survey.Month_Calf.Cow,Females.Harvested_Harvest,PrePost,Eprecipb,Eprecipa,Totprecipb,Totprecipa,Ewinter,Wintertot,Wintera,Grizzly.Bear,Wolf,SummerNDVI,WinterNDVI,Ecotype
6,1,2001,129,45.20547945,106,April,NA,post,171.0752,202.4461,265.85405,294.9768,100.4077,271.7335,271.7335,Occasional sighting,Present at low densities,-7.558840009,-14.5351315,B
6,1,2009,209,23.97260274,181,April,13,post,159.3382,263.174,281.137,376.8335,87.8578,194.2247,194.2247,Occasional sighting,Present at low densities,9.531870641,6.924054685,B
6,1,2010,195,21.58273381,169,April,23,post,230.0582,159.3382,359.3903,281.137,183.4823,341.5012,341.5012,Occasional sighting,Present at low densities,4.129310408,2.537526643,B
7,1,1991,104,70,102,January,NA,post,171.6778,85.2803,281.3493,312.0391,138.0655,220.0902,220.0902,Occasional sighting,Populations well-established,16.57828918,17.77307206,B
7,1,2009,518,29,NA,January,NA,post,131.5979,229.9273,257.4496,340.1072,90.221,174.8005,174.8005,Occasional sighting,Populations well-established,23.74629214,16.15621537,B
7,1,2009,518,29,NA,January,NA,post,131.5979,229.9273,257.4496,340.1072,90.221,174.8005,174.8005,Occasional sighting,Populations well-established,23.74629214,16.15621537,B
7,1,2009,518,29,NA,January,NA,post,131.5979,229.9273,257.4496,340.1072,90.221,174.8005,174.8005,Occasional sighting,Populations well-established,23.74629214,16.15621537,B
7,1,2010,960,33,NA,January,NA,post,206.3008,131.5979,339.8054,257.4496,170.7642,321.315,321.315,Occasional sighting,Populations well-established,25.81631307,19.33600267,B
7,1,2010,960,33,NA,January,NA,post,206.3008,131.5979,339.8054,257.4496,170.7642,321.315,321.315,Occasional sighting,Populations well-established,25.81631307,19.33600267,B
7,1,2010,960,33,NA,January,NA,post,206.3008,131.5979,339.8054,257.4496,170.7642,321.315,321.315,Occasional sighting,Populations well-established,25.81631307,19.33600267,B
7,1,1989,76,50,72,January,NA,post,132.1952,163.9157,322.3494,210.11454,149.2062,203.7879,203.7879,Occasional sighting,Populations well-established,19.43058547,17.04966023,B
7,1,1989,76,50,72,January,NA,post,132.1952,163.9157,322.3494,210.11454,149.2062,203.7879,203.7879,Occasional sighting,Populations well-established,19.43058547,17.04966023,B
7,1,1989,76,50,72,January,NA,post,132.1952,163.9157,322.3494,210.11454,149.2062,203.7879,203.7879,Occasional sighting,Populations well-established,19.43058547,17.04966023,B
7,1,2010,132,22.33009709,126,January,NA,post,206.3008,131.5979,339.8054,257.4496,170.7642,321.315,321.315,Occasional sighting,Populations well-established,25.81631307,19.33600267,B
7,1,1991,104,70,102,January,NA,post,171.6778,85.2803,281.3493,312.0391,138.0655,220.0902,220.0902,Occasional sighting,Populations well-established,16.57828918,17.77307206,B
7,1,2008,674,35,NA,January,NA,post,229.9273,141.891,340.1072,263.7791,157.7811,322.8802,322.8802,Occasional sighting,Populations well-established,21.98930444,13.68893091,B
7,1,1992,63,45,58,January,NA,post,258.537,171.6778,415.8365,281.3493,131.6753,263.502,263.502,Occasional sighting,Populations well-established,21.179256,19.04419974,B
7,1,1992,63,45,58,January,NA,post,258.537,171.6778,415.8365,281.3493,131.6753,263.502,263.502,Occasional sighting,Populations well-established,21.179256,19.04419974,B
7,1,1992,63,45,58,January,NA,post,258.537,171.6778,415.8365,281.3493,131.6753,263.502,263.502,Occasional sighting,Populations well-established,21.179256,19.04419974,B
7,1,1993,54,28.20512821,50,January,NA,post,221.996,258.537,426.8271,415.8365,111.3243,214.3,214.3,Occasional sighting,Populations well-established,31.48808678,29.6772042,B
7,1,1993,54,28.20512821,50,January,NA,post,221.996,258.537,426.8271,415.8365,111.3243,214.3,214.3,Occasional sighting,Populations well-established,31.48808678,29.6772042,B
7,1,1993,54,28.20512821,50,January,NA,post,221.996,258.537,426.8271,415.8365,111.3243,214.3,214.3,Occasional sighting,Populations well-established,31.48808678,29.6772042,B
7,1,1995,67,24.48979592,61,January,NA,post,170.423,142.9193,337.3453,289.4152,213.4088,326.2407,326.2407,Occasional sighting,Populations well-established,23.19769647,17.94518807,B
7,1,1995,67,24.48979592,61,January,NA,post,170.423,142.9193,337.3453,289.4152,213.4088,326.2407,326.2407,Occasional sighting,Populations well-established,23.19769647,17.94518807,B
7,1,1991,104,70,102,January,NA,post,171.6778,85.2803,281.3493,312.0391,138.0655,220.0902,220.0902,Occasional sighting,Populations well-established,16.57828918,17.77307206,B
7,1,2005,538,34,NA,January,NA,post,213.3658,151.6721,330.1986,278.3386,181.4902,231.3366,231.3366,Occasional sighting,Populations well-established,26.82247039,17.13999992,B
7,1,2001,362,35,NA,January,NA,post,172.507,170.518,258.75638,256.3033,95.9453,228.9849,228.9849,Occasional sighting,Populations well-established,7.43299655,1.643310309,B
7,1,2001,362,35,NA,January,NA,post,172.507,170.518,258.75638,256.3033,95.9453,228.9849,228.9849,Occasional sighting,Populations well-established,7.43299655,1.643310309,B
7,1,2002,433,32,NA,January,NA,post,170.6793,172.507,284.0275,258.75638,101.0568,298.5269,298.5269,Occasional sighting,Populations well-established,9.05787658,2.540303952,B
7,1,2002,433,32,NA,January,NA,post,170.6793,172.507,284.0275,258.75638,101.0568,298.5269,298.5269,Occasional sighting,Populations well-established,9.05787658,2.540303952,B
7,1,2003,523,46,NA,January,NA,post,145.3324,170.6793,196.5737,284.0275,123.3583,202.2399,202.2399,Occasional sighting,Populations well-established,17.21703904,9.792443599,B
7,1,2003,523,46,NA,January,NA,post,145.3324,170.6793,196.5737,284.0275,123.3583,202.2399,202.2399,Occasional sighting,Populations well-established,17.21703904,9.792443599,B
7,1,2003,523,46,NA,January,NA,post,145.3324,170.6793,196.5737,284.0275,123.3583,202.2399,202.2399,Occasional sighting,Populations well-established,17.21703904,9.792443599,B
7,1,2004,450,25,NA,January,NA,post,151.6721,145.3324,278.3386,196.5737,82.6274,203.3955,203.3955,Occasional sighting,Populations well-established,17.22231627,12.07889439,B
7,1,2008,674,35,NA,January,NA,post,229.9273,141.891,340.1072,263.7791,157.7811,322.8802,322.8802,Occasional sighting,Populations well-established,21.98930444,13.68893091,B
7,1,2004,450,25,NA,January,NA,post,151.6721,145.3324,278.3386,196.5737,82.6274,203.3955,203.3955,Occasional sighting,Populations well-established,17.22231627,12.07889439,B
7,1,2008,674,35,NA,January,NA,post,229.9273,141.891,340.1072,263.7791,157.7811,322.8802,322.8802,Occasional sighting,Populations well-established,21.98930444,13.68893091,B
7,1,2005,538,34,NA,January,NA,post,213.3658,151.6721,330.1986,278.3386,181.4902,231.3366,231.3366,Occasional sighting,Populations well-established,26.82247039,17.13999992,B
7,1,2005,538,34,NA,January,NA,post,213.3658,151.6721,330.1986,278.3386,181.4902,231.3366,231.3366,Occasional sighting,Populations well-established,26.82247039,17.13999992,B
7,1,2006,494,43,NA,January,NA,post,98.0195,213.3658,208.5632,330.1986,100.4783,219.4945,219.4945,Occasional sighting,Populations well-established,14.07030205,5.139247948,B
7,1,2006,494,43,NA,January,NA,post,98.0195,213.3658,208.5632,330.1986,100.4783,219.4945,219.4945,Occasional sighting,Populations well-established,14.07030205,5.139247948,B
7,1,2006,494,43,NA,January,NA,post,98.0195,213.3658,208.5632,330.1986,100.4783,219.4945,219.4945,Occasional sighting,Populations well-established,14.07030205,5.139247948,B
7,1,2007,589,33,NA,January,NA,post,141.891,98.0195,263.7791,208.5632,126.0905,226.1666,226.1666,Occasional sighting,Populations well-established,20.75406509,13.93145136,B
7,1,2007,589,33,NA,January,NA,post,141.891,98.0195,263.7791,208.5632,126.0905,226.1666,226.1666,Occasional sighting,Populations well-established,20.75406509,13.93145136,B
7,1,2007,589,33,NA,January,NA,post,141.891,98.0195,263.7791,208.5632,126.0905,226.1666,226.1666,Occasional sighting,Populations well-established,20.75406509,13.93145136,B
7,1,1996,NA,NA,,,NA,post,205.2851,170.423,289.953,337.3453,265.8723,359.4345,359.4345,Occasional sighting,Populations well-established,15.67165211,11.34414188,B
7,1,2004,450,25,NA,January,NA,post,151.6721,145.3324,278.3386,196.5737,82.6274,203.3955,203.3955,Occasional sighting,Populations well-established,17.22231627,12.07889439,B
7,1,2007,114,24.41860465,107,January,NA,post,141.891,98.0195,263.7791,208.5632,126.0905,226.1666,226.1666,Occasional sighting,Populations well-established,20.75406509,13.93145136,B
7,1,2004,101,46.77419355,91,January,NA,post,151.6721,145.3324,278.3386,196.5737,82.6274,203.3955,203.3955,Occasional sighting,Populations well-established,17.22231627,12.07889439,B
7,1,2004,101,46.77419355,91,January,NA,post,151.6721,145.3324,278.3386,196.5737,82.6274,203.3955,203.3955,Occasional sighting,Populations well-established,17.22231627,12.07889439,B
7,1,2004,101,46.77419355,91,January,NA,post,151.6721,145.3324,278.3386,196.5737,82.6274,203.3955,203.3955,Occasional sighting,Populations well-established,17.22231627,12.07889439,B
7,1,2005,68,51.11111111,68,January,NA,post,213.3658,151.6721,330.1986,278.3386,181.4902,231.3366,231.3366,Occasional sighting,Populations well-established,26.82247039,17.13999992,B
7,1,2005,68,51.11111111,68,January,NA,post,213.3658,151.6721,330.1986,278.3386,181.4902,231.3366,231.3366,Occasional sighting,Populations well-established,26.82247039,17.13999992,B
7,1,2005,68,51.11111111,68,January,NA,post,213.3658,151.6721,330.1986,278.3386,181.4902,231.3366,231.3366,Occasional sighting,Populations well-established,26.82247039,17.13999992,B
7,1,2006,46,42.85714286,40,January,NA,post,98.0195,213.3658,208.5632,330.1986,100.4783,219.4945,219.4945,Occasional sighting,Populations well-established,14.07030205,5.139247948,B
7,1,2006,46,42.85714286,40,January,NA,post,98.0195,213.3658,208.5632,330.1986,100.4783,219.4945,219.4945,Occasional sighting,Populations well-established,14.07030205,5.139247948,B
7,1,1995,67,24.48979592,61,January,NA,post,170.423,142.9193,337.3453,289.4152,213.4088,326.2407,326.2407,Occasional sighting,Populations well-established,23.19769647,17.94518807,B
7,1,2007,114,24.41860465,107,January,NA,post,141.891,98.0195,263.7791,208.5632,126.0905,226.1666,226.1666,Occasional sighting,Populations well-established,20.75406509,13.93145136,B
7,1,2003,49,36.36363636,45,January,NA,post,145.3324,170.6793,196.5737,284.0275,123.3583,202.2399,202.2399,Occasional sighting,Populations well-established,17.21703904,9.792443599,B
7,1,2007,114,24.41860465,107,January,NA,post,141.891,98.0195,263.7791,208.5632,126.0905,226.1666,226.1666,Occasional sighting,Populations well-established,20.75406509,13.93145136,B
7,1,2008,97,34.28571429,94,January,NA,post,229.9273,141.891,340.1072,263.7791,157.7811,322.8802,322.8802,Occasional sighting,Populations well-established,21.98930444,13.68893091,B
7,1,2008,97,34.28571429,94,January,NA,post,229.9273,141.891,340.1072,263.7791,157.7811,322.8802,322.8802,Occasional sighting,Populations well-established,21.98930444,13.68893091,B
7,1,2008,97,34.28571429,94,January,NA,post,229.9273,141.891,340.1072,263.7791,157.7811,322.8802,322.8802,Occasional sighting,Populations well-established,21.98930444,13.68893091,B
7,1,2009,120,33.73493976,111,January,NA,post,131.5979,229.9273,257.4496,340.1072,90.221,174.8005,174.8005,Occasional sighting,Populations well-established,23.74629214,16.15621537,B
7,1,2009,120,33.73493976,111,January,NA,post,131.5979,229.9273,257.4496,340.1072,90.221,174.8005,174.8005,Occasional sighting,Populations well-established,23.74629214,16.15621537,B
7,1,2009,120,33.73493976,111,January,NA,post,131.5979,229.9273,257.4496,340.1072,90.221,174.8005,174.8005,Occasional sighting,Populations well-established,23.74629214,16.15621537,B
7,1,2010,132,22.33009709,126,January,NA,post,206.3008,131.5979,339.8054,257.4496,170.7642,321.315,321.315,Occasional sighting,Populations well-established,25.81631307,19.33600267,B
7,1,2010,132,22.33009709,126,January,NA,post,206.3008,131.5979,339.8054,257.4496,170.7642,321.315,321.315,Occasional sighting,Populations well-established,25.81631307,19.33600267,B
7,1,2006,46,42.85714286,40,January,NA,post,98.0195,213.3658,208.5632,330.1986,100.4783,219.4945,219.4945,Occasional sighting,Populations well-established,14.07030205,5.139247948,B
7,1,2000,56,23.07692308,48,January,NA,post,170.518,126.9379,256.3033,238.0923,74.2732,177.41,177.41,Occasional sighting,Populations well-established,8.739103231,6.489791572,B
7,1,2000,359,32,NA,January,NA,post,170.518,126.9379,256.3033,238.0923,74.2732,177.41,177.41,Occasional sighting,Populations well-established,8.739103231,6.489791572,B
7,1,1996,NA,NA,,,NA,post,205.2851,170.423,289.953,337.3453,265.8723,359.4345,359.4345,Occasional sighting,Populations well-established,15.67165211,11.34414188,B
7,1,1997,40,52,38,January,NA,post,186.1231,205.2851,407.6912,289.953,117.5041,211.5508,211.5508,Occasional sighting,Populations well-established,31.13840849,25.57275851,B
7,1,1997,40,52,38,January,NA,post,186.1231,205.2851,407.6912,289.953,117.5041,211.5508,211.5508,Occasional sighting,Populations well-established,31.13840849,25.57275851,B
7,1,1997,40,52,38,January,NA,post,186.1231,205.2851,407.6912,289.953,117.5041,211.5508,211.5508,Occasional sighting,Populations well-established,31.13840849,25.57275851,B
7,1,1998,53,25.64102564,49,January,NA,post,172.8803,186.1231,283.7484,407.6912,167.1816,293.2948,293.2948,Occasional sighting,Populations well-established,20.27706227,18.91085771,B
7,1,1998,53,25.64102564,49,January,NA,post,172.8803,186.1231,283.7484,407.6912,167.1816,293.2948,293.2948,Occasional sighting,Populations well-established,20.27706227,18.91085771,B
7,1,1998,53,25.64102564,49,January,NA,post,172.8803,186.1231,283.7484,407.6912,167.1816,293.2948,293.2948,Occasional sighting,Populations well-established,20.27706227,18.91085771,B
7,1,1999,57,50,51,January,NA,post,126.9379,172.8803,238.0923,283.7484,123.3231,232.139,232.139,Occasional sighting,Populations well-established,26.81619024,25.12241752,B
7,1,2003,49,36.36363636,45,January,NA,post,145.3324,170.6793,196.5737,284.0275,123.3583,202.2399,202.2399,Occasional sighting,Populations well-established,17.21703904,9.792443599,B
7,1,1999,57,50,51,January,NA,post,126.9379,172.8803,238.0923,283.7484,123.3231,232.139,232.139,Occasional sighting,Populations well-established,26.81619024,25.12241752,B
7,1,2003,49,36.36363636,45,January,NA,post,145.3324,170.6793,196.5737,284.0275,123.3583,202.2399,202.2399,Occasional sighting,Populations well-established,17.21703904,9.792443599,B
7,1,2000,56,23.07692308,48,January,NA,post,170.518,126.9379,256.3033,238.0923,74.2732,177.41,177.41,Occasional sighting,Populations well-established,8.739103231,6.489791572,B
7,1,2000,56,23.07692308,48,January,NA,post,170.518,126.9379,256.3033,238.0923,74.2732,177.41,177.41,Occasional sighting,Populations well-established,8.739103231,6.489791572,B
7,1,2001,77,41.66666667,68,January,NA,post,172.507,170.518,258.75638,256.3033,95.9453,228.9849,228.9849,Occasional sighting,Populations well-established,7.43299655,1.643310309,B
7,1,2001,77,41.66666667,68,January,NA,post,172.507,170.518,258.75638,256.3033,95.9453,228.9849,228.9849,Occasional sighting,Populations well-established,7.43299655,1.643310309,B
7,1,2001,77,41.66666667,68,January,NA,post,172.507,170.518,258.75638,256.3033,95.9453,228.9849,228.9849,Occasional sighting,Populations well-established,7.43299655,1.643310309,B
7,1,2002,59,47.05882353,50,January,NA,post,170.6793,172.507,284.0275,258.75638,101.0568,298.5269,298.5269,Occasional sighting,Populations well-established,9.05787658,2.540303952,B
7,1,2002,59,47.05882353,50,January,NA,post,170.6793,172.507,284.0275,258.75638,101.0568,298.5269,298.5269,Occasional sighting,Populations well-established,9.05787658,2.540303952,B
7,1,2002,59,47.05882353,50,January,NA,post,170.6793,172.507,284.0275,258.75638,101.0568,298.5269,298.5269,Occasional sighting,Populations well-established,9.05787658,2.540303952,B
7,1,1996,NA,NA,,,NA,post,205.2851,170.423,289.953,337.3453,265.8723,359.4345,359.4345,Occasional sighting,Populations well-established,15.67165211,11.34414188,B
7,1,1999,57,50,51,January,NA,post,126.9379,172.8803,238.0923,283.7484,123.3231,232.139,232.139,Occasional sighting,Populations well-established,26.81619024,25.12241752,B
7,1,2002,296,26.78571429,213,April,NA,post,170.6793,172.507,284.0275,258.75638,101.0568,298.5269,298.5269,Occasional sighting,Populations well-established,9.05787658,2.540303952,B
7,1,1998,188,34.88372093,174,April,NA,post,172.8803,186.1231,283.7484,407.6912,167.1816,293.2948,293.2948,Occasional sighting,Populations well-established,20.27706227,18.91085771,B
7,1,1999,240,29.87804878,213,April,NA,post,126.9379,172.8803,238.0923,283.7484,123.3231,232.139,232.139,Occasional sighting,Populations well-established,26.81619024,25.12241752,B
7,1,1999,240,29.87804878,213,April,NA,post,126.9379,172.8803,238.0923,283.7484,123.3231,232.139,232.139,Occasional sighting,Populations well-established,26.81619024,25.12241752,B
7,1,1999,240,29.87804878,213,April,NA,post,126.9379,172.8803,238.0923,283.7484,123.3231,232.139,232.139,Occasional sighting,Populations well-established,26.81619024,25.12241752,B
7,1,2000,248,32.18390805,230,April,NA,post,170.518,126.9379,256.3033,238.0923,74.2732,177.41,177.41,Occasional sighting,Populations well-established,8.739103231,6.489791572,B
7,1,2000,248,32.18390805,230,April,NA,post,170.518,126.9379,256.3033,238.0923,74.2732,177.41,177.41,Occasional sighting,Populations well-established,8.739103231,6.489791572,B
7,1,2000,248,32.18390805,230,April,NA,post,170.518,126.9379,256.3033,238.0923,74.2732,177.41,177.41,Occasional sighting,Populations well-established,8.739103231,6.489791572,B
7,1,2001,216,39.07284768,210,April,NA,post,172.507,170.518,258.75638,256.3033,95.9453,228.9849,228.9849,Occasional sighting,Populations well-established,7.43299655,1.643310309,B
7,1,2005,261,NA,,,NA,post,213.3658,151.6721,330.1986,278.3386,181.4902,231.3366,231.3366,Occasional sighting,Populations well-established,26.82247039,17.13999992,B
7,1,2001,216,39.07284768,210,April,NA,post,172.507,170.518,258.75638,256.3033,95.9453,228.9849,228.9849,Occasional sighting,Populations well-established,7.43299655,1.643310309,B
7,1,1997,193,31.72413793,191,April,NA,post,186.1231,205.2851,407.6912,289.953,117.5041,211.5508,211.5508,Occasional sighting,Populations well-established,31.13840849,25.57275851,B
7,1,2002,296,26.78571429,213,April,NA,post,170.6793,172.507,284.0275,258.75638,101.0568,298.5269,298.5269,Occasional sighting,Populations well-established,9.05787658,2.540303952,B
7,1,2002,296,26.78571429,213,April,NA,post,170.6793,172.507,284.0275,258.75638,101.0568,298.5269,298.5269,Occasional sighting,Populations well-established,9.05787658,2.540303952,B
7,1,2003,296,28.57142857,216,April,NA,post,145.3324,170.6793,196.5737,284.0275,123.3583,202.2399,202.2399,Occasional sighting,Populations well-established,17.21703904,9.792443599,B
7,1,2003,296,28.57142857,216,April,NA,post,145.3324,170.6793,196.5737,284.0275,123.3583,202.2399,202.2399,Occasional sighting,Populations well-established,17.21703904,9.792443599,B
7,1,2003,296,28.57142857,216,April,NA,post,145.3324,170.6793,196.5737,284.0275,123.3583,202.2399,202.2399,Occasional sighting,Populations well-established,17.21703904,9.792443599,B
7,1,2004,244,28.73563218,224,April,NA,post,151.6721,145.3324,278.3386,196.5737,82.6274,203.3955,203.3955,Occasional sighting,Populations well-established,17.22231627,12.07889439,B
7,1,2004,244,28.73563218,224,April,NA,post,151.6721,145.3324,278.3386,196.5737,82.6274,203.3955,203.3955,Occasional sighting,Populations well-established,17.22231627,12.07889439,B
7,1,2004,244,28.73563218,224,April,NA,post,151.6721,145.3324,278.3386,196.5737,82.6274,203.3955,203.3955,Occasional sighting,Populations well-established,17.22231627,12.07889439,B
7,1,2000,359,32,NA,January,NA,post,170.518,126.9379,256.3033,238.0923,74.2732,177.41,177.41,Occasional sighting,Populations well-established,8.739103231,6.489791572,B
7,1,2001,216,39.07284768,210,April,NA,post,172.507,170.518,258.75638,256.3033,95.9453,228.9849,228.9849,Occasional sighting,Populations well-established,7.43299655,1.643310309,B
7,1,1993,314,22.31075697,307,April,NA,post,221.996,258.537,426.8271,415.8365,111.3243,214.3,214.3,Occasional sighting,Populations well-established,31.48808678,29.6772042,B
7,1,1989,275,39.69465649,183,April,NA,post,132.1952,163.9157,322.3494,210.11454,149.2062,203.7879,203.7879,Occasional sighting,Populations well-established,19.43058547,17.04966023,B
7,1,1989,275,39.69465649,183,April,NA,post,132.1952,163.9157,322.3494,210.11454,149.2062,203.7879,203.7879,Occasional sighting,Populations well-established,19.43058547,17.04966023,B
7,1,1989,275,39.69465649,183,April,NA,post,132.1952,163.9157,322.3494,210.11454,149.2062,203.7879,203.7879,Occasional sighting,Populations well-established,19.43058547,17.04966023,B
7,1,1991,179,NA,,April,NA,post,171.6778,85.2803,281.3493,312.0391,138.0655,220.0902,220.0902,Occasional sighting,Populations well-established,16.57828918,17.77307206,B
7,1,1991,179,NA,,April,NA,post,171.6778,85.2803,281.3493,312.0391,138.0655,220.0902,220.0902,Occasional sighting,Populations well-established,16.57828918,17.77307206,B
7,1,1991,179,NA,,April,NA,post,171.6778,85.2803,281.3493,312.0391,138.0655,220.0902,220.0902,Occasional sighting,Populations well-established,16.57828918,17.77307206,B
7,1,1992,176,39.13043478,160,April,NA,post,258.537,171.6778,415.8365,281.3493,131.6753,263.502,263.502,Occasional sighting,Populations well-established,21.179256,19.04419974,B
7,1,1992,176,39.13043478,160,April,NA,post,258.537,171.6778,415.8365,281.3493,131.6753,263.502,263.502,Occasional sighting,Populations well-established,21.179256,19.04419974,B
7,1,1992,176,39.13043478,160,April,NA,post,258.537,171.6778,415.8365,281.3493,131.6753,263.502,263.502,Occasional sighting,Populations well-established,21.179256,19.04419974,B
7,1,1998,188,34.88372093,174,April,NA,post,172.8803,186.1231,283.7484,407.6912,167.1816,293.2948,293.2948,Occasional sighting,Populations well-established,20.27706227,18.91085771,B
7,1,1993,314,22.31075697,307,April,NA,post,221.996,258.537,426.8271,415.8365,111.3243,214.3,214.3,Occasional sighting,Populations well-established,31.48808678,29.6772042,B
7,1,1998,188,34.88372093,174,April,NA,post,172.8803,186.1231,283.7484,407.6912,167.1816,293.2948,293.2948,Occasional sighting,Populations well-established,20.27706227,18.91085771,B
7,1,1995,194,32.85714286,186,April,NA,post,170.423,142.9193,337.3453,289.4152,213.4088,326.2407,326.2407,Occasional sighting,Populations well-established,23.19769647,17.94518807,B
7,1,1995,194,32.85714286,186,April,NA,post,170.423,142.9193,337.3453,289.4152,213.4088,326.2407,326.2407,Occasional sighting,Populations well-established,23.19769647,17.94518807,B
7,1,1995,194,32.85714286,186,April,NA,post,170.423,142.9193,337.3453,289.4152,213.4088,326.2407,326.2407,Occasional sighting,Populations well-established,23.19769647,17.94518807,B
7,1,1996,232,37.01298701,211,April,NA,post,205.2851,170.423,289.953,337.3453,265.8723,359.4345,359.4345,Occasional sighting,Populations well-established,15.67165211,11.34414188,B
7,1,1996,232,37.01298701,211,April,NA,post,205.2851,170.423,289.953,337.3453,265.8723,359.4345,359.4345,Occasional sighting,Populations well-established,15.67165211,11.34414188,B
7,1,1996,232,37.01298701,211,April,NA,post,205.2851,170.423,289.953,337.3453,265.8723,359.4345,359.4345,Occasional sighting,Populations well-established,15.67165211,11.34414188,B
7,1,1997,193,31.72413793,191,April,NA,post,186.1231,205.2851,407.6912,289.953,117.5041,211.5508,211.5508,Occasional sighting,Populations well-established,31.13840849,25.57275851,B
7,1,1997,193,31.72413793,191,April,NA,post,186.1231,205.2851,407.6912,289.953,117.5041,211.5508,211.5508,Occasional sighting,Populations well-established,31.13840849,25.57275851,B
7,1,2005,261,NA,,,NA,post,213.3658,151.6721,330.1986,278.3386,181.4902,231.3366,231.3366,Occasional sighting,Populations well-established,26.82247039,17.13999992,B
7,1,1993,314,22.31075697,307,April,NA,post,221.996,258.537,426.8271,415.8365,111.3243,214.3,214.3,Occasional sighting,Populations well-established,31.48808678,29.6772042,B
7,1,1997,250,41,NA,January,NA,post,186.1231,205.2851,407.6912,289.953,117.5041,211.5508,211.5508,Occasional sighting,Populations well-established,31.13840849,25.57275851,B
7,1,1992,249,41,NA,January,NA,post,258.537,171.6778,415.8365,281.3493,131.6753,263.502,263.502,Occasional sighting,Populations well-established,21.179256,19.04419974,B
7,1,1993,281,39,NA,January,NA,post,221.996,258.537,426.8271,415.8365,111.3243,214.3,214.3,Occasional sighting,Populations well-established,31.48808678,29.6772042,B
7,1,1993,281,39,NA,January,NA,post,221.996,258.537,426.8271,415.8365,111.3243,214.3,214.3,Occasional sighting,Populations well-established,31.48808678,29.6772042,B
7,1,1993,281,39,NA,January,NA,post,221.996,258.537,426.8271,415.8365,111.3243,214.3,214.3,Occasional sighting,Populations well-established,31.48808678,29.6772042,B
7,1,1995,244,29,NA,January,NA,post,170.423,142.9193,337.3453,289.4152,213.4088,326.2407,326.2407,Occasional sighting,Populations well-established,23.19769647,17.94518807,B
7,1,1995,244,29,NA,January,NA,post,170.423,142.9193,337.3453,289.4152,213.4088,326.2407,326.2407,Occasional sighting,Populations well-established,23.19769647,17.94518807,B
7,1,1995,244,29,NA,January,NA,post,170.423,142.9193,337.3453,289.4152,213.4088,326.2407,326.2407,Occasional sighting,Populations well-established,23.19769647,17.94518807,B
7,1,1996,262,39,NA,January,NA,post,205.2851,170.423,289.953,337.3453,265.8723,359.4345,359.4345,Occasional sighting,Populations well-established,15.67165211,11.34414188,B
7,1,2005,261,NA,,,NA,post,213.3658,151.6721,330.1986,278.3386,181.4902,231.3366,231.3366,Occasional sighting,Populations well-established,26.82247039,17.13999992,B
7,1,1996,262,39,NA,January,NA,post,205.2851,170.423,289.953,337.3453,265.8723,359.4345,359.4345,Occasional sighting,Populations well-established,15.67165211,11.34414188,B
7,1,1991,241,39,NA,January,NA,post,171.6778,85.2803,281.3493,312.0391,138.0655,220.0902,220.0902,Occasional sighting,Populations well-established,16.57828918,17.77307206,B
7,1,1997,250,41,NA,January,NA,post,186.1231,205.2851,407.6912,289.953,117.5041,211.5508,211.5508,Occasional sighting,Populations well-established,31.13840849,25.57275851,B
7,1,1997,250,41,NA,January,NA,post,186.1231,205.2851,407.6912,289.953,117.5041,211.5508,211.5508,Occasional sighting,Populations well-established,31.13840849,25.57275851,B
7,1,1998,286,41,NA,January,NA,post,172.8803,186.1231,283.7484,407.6912,167.1816,293.2948,293.2948,Occasional sighting,Populations well-established,20.27706227,18.91085771,B
7,1,1998,286,41,NA,January,NA,post,172.8803,186.1231,283.7484,407.6912,167.1816,293.2948,293.2948,Occasional sighting,Populations well-established,20.27706227,18.91085771,B
7,1,1998,286,41,NA,January,NA,post,172.8803,186.1231,283.7484,407.6912,167.1816,293.2948,293.2948,Occasional sighting,Populations well-established,20.27706227,18.91085771,B
7,1,1999,279,46,NA,January,NA,post,126.9379,172.8803,238.0923,283.7484,123.3231,232.139,232.139,Occasional sighting,Populations well-established,26.81619024,25.12241752,B
7,1,1999,279,46,NA,January,NA,post,126.9379,172.8803,238.0923,283.7484,123.3231,232.139,232.139,Occasional sighting,Populations well-established,26.81619024,25.12241752,B
7,1,1999,279,46,NA,January,NA,post,126.9379,172.8803,238.0923,283.7484,123.3231,232.139,232.139,Occasional sighting,Populations well-established,26.81619024,25.12241752,B
7,1,2002,433,32,NA,January,NA,post,170.6793,172.507,284.0275,258.75638,101.0568,298.5269,298.5269,Occasional sighting,Populations well-established,9.05787658,2.540303952,B
7,1,1996,262,39,NA,January,NA,post,205.2851,170.423,289.953,337.3453,265.8723,359.4345,359.4345,Occasional sighting,Populations well-established,15.67165211,11.34414188,B
7,1,2009,206,19.25465839,192,April,NA,post,131.5979,229.9273,257.4496,340.1072,90.221,174.8005,174.8005,Occasional sighting,Populations well-established,23.74629214,16.15621537,B
7,1,2006,243,40,231,April,NA,post,98.0195,213.3658,208.5632,330.1986,100.4783,219.4945,219.4945,Occasional sighting,Populations well-established,14.07030205,5.139247948,B
7,1,2006,243,40,231,April,NA,post,98.0195,213.3658,208.5632,330.1986,100.4783,219.4945,219.4945,Occasional sighting,Populations well-established,14.07030205,5.139247948,B
